originalquesid,questionid,title,question,tags,link,source,preparedtitle
"3004515,",2201917,How can I open a URL in Android's web browser from my application?,"
How to open an URL from code in the built-in web browser rather than within my application?
I tried this: 
try {
    Intent myIntent = new Intent(Intent.ACTION_VIEW, Uri.parse(download_link));
    startActivity(myIntent);
} catch (ActivityNotFoundException e) {
    Toast.makeText(this, ""No application can handle this request.""
        + "" Please install a webbrowser"",  Toast.LENGTH_LONG).show();
    e.printStackTrace();
}

but I got an Exception:
No activity found to handle Intent{action=android.intent.action.VIEW data =www.google.com

","android,url,android-intent,android-browser,",https://stackoverflow.com/questions/2201917/how-can-i-open-a-url-in-androids-web-browser-from-my-application,https://stackoverflow.com, open url android s web browser application 
"6674327,7526971,",876239,How to redirect and append both stdout and stderr to a file with Bash?,"
To redirect stdout to a truncated file in Bash, I know to use:
cmd > file.txt

To redirect stdout in Bash, appending to a file, I know to use:
cmd >> file.txt

To redirect both stdout and stderr to a truncated file, I know to use:
cmd &> file.txt

How do I redirect both stdout and stderr appending to a file? cmd &>> file.txt did not work for me.
","bash,append,stdout,io-redirection,stderr,",https://stackoverflow.com/questions/876239/how-to-redirect-and-append-both-stdout-and-stderr-to-a-file-with-bash,https://stackoverflow.com, redirect append stdout stderr file bash 
"4317479,",566860,Delegates: Predicate vs. Action vs. Func,"
Can someone provide a good explanation (hopefully with examples) of these 3 most important delegates:

Predicate
Action
Func

","c#,delegates,predicate,func,",https://stackoverflow.com/questions/566860/delegates-predicate-vs-action-vs-func,https://stackoverflow.com, delegates  predicate vs  action vs  func
"12096252,12065885,",19960077,How to filter Pandas dataframe using 'in' and 'not in' like in SQL,"
How can I achieve the equivalents of SQL's IN and NOT IN?
I have a list with the required values.
Here's the scenario:
df = pd.DataFrame({'country': ['US', 'UK', 'Germany', 'China']})
countries_to_keep = ['UK', 'China']

# pseudo-code:
df[df['country'] not in countries_to_keep]

My current way of doing this is as follows:
df = pd.DataFrame({'country': ['US', 'UK', 'Germany', 'China']})
df2 = pd.DataFrame({'country': ['UK', 'China'], 'matched': True})

# IN
df.merge(df2, how='inner', on='country')

# NOT IN
not_in = df.merge(df2, how='left', on='country')
not_in = not_in[pd.isnull(not_in['matched'])]

But this seems like a horrible kludge. Can anyone improve on it?
","python,pandas,dataframe,sql-function,",https://stackoverflow.com/questions/19960077/how-to-filter-pandas-dataframe-using-in-and-not-in-like-in-sql,https://stackoverflow.com, filter panda dataframe using  in   not in  like sql
"5592345,",4711036,Assign an initial value to radio button as checked,"
How do I assign the value of a radio button initially as checked in HTML?
","html,radio-button,",https://stackoverflow.com/questions/4711036/assign-an-initial-value-to-radio-button-as-checked,https://stackoverflow.com, assign initial value radio button checked
"4774054,",59895,How to get the source directory of a Bash script from within the script itself?,"
How do I get the path of the directory in which a Bash script is located, inside that script?
I want to use a Bash script as a launcher for another application. I want to change the working directory to the one where the Bash script is located, so I can operate on the files in that directory, like so: 
$ ./application

","bash,directory,",https://stackoverflow.com/questions/59895/how-to-get-the-source-directory-of-a-bash-script-from-within-the-script-itself,https://stackoverflow.com, get source directory bash script within script itself 
"5592994,",2053830,How do I remove all specific characters at the end of a string in PHP?,"
How do I remove the last character only if it's a period?
$string = ""something here."";
$output = 'something here';

","php,regex,string,",https://stackoverflow.com/questions/2053830/how-do-i-remove-all-specific-characters-at-the-end-of-a-string-in-php,https://stackoverflow.com, remove specific character end string php 
"5175728,",2010284,How to get the current date and time,"
How do I get the current date and time in Java?
I am looking for something that is equivalent to DateTime.Now from C#.
","java,datetime,",https://stackoverflow.com/questions/2010284/how-to-get-the-current-date-and-time,https://stackoverflow.com, get current date time
"3965104,",2710940,Python `if x is not None` or `if not x is None`? ,"



I've always thought of the if not x is None version to be more clear, but Google's style guide and PEP-8 both use if x is not None. Is there any minor performance difference (I'm assuming not), and is there any case where one really doesn't fit (making the other a clear winner for my convention)?*
*I'm referring to any singleton, rather than just None.

","python,coding-style,nonetype,boolean-expression,pep8,",https://stackoverflow.com/questions/2710940/python-if-x-is-not-none-or-if-not-x-is-none,https://stackoverflow.com, python  if x none   if x none   
"1672338,",735285,How to wait in a batch script? ,"



I am trying to write a batch script and trying to wait 10 seconds between 2 function calls. The command: 
sleep 10

Does not make the batch file wait for 10 seconds.
I am running Windows XP.
Note: This is not a complete duplicate of Sleeping in a batch file as the other question is about also about python, while this is about windows batch files.
","batch-file,",https://stackoverflow.com/questions/735285/how-to-wait-in-a-batch-script,https://stackoverflow.com, wait batch script  
"1318076,",1097522,Select elements by attribute,"
I have a collection of checkboxes with generated ids and some of them have an extra attribute. Is it possible to use JQuery to check if an element has a specific attribute?
For example, can I verify if the following element has the attribute ""myattr""? The value of the attribute can vary.
<input type=""checkbox"" id=""A"" myattr=""val_attr"">A</input>

For example how can I get a collection of all checkboxes that have this attribute without checking one by one? Is this possible?
","jquery,attributes,",https://stackoverflow.com/questions/1097522/select-elements-by-attribute,https://stackoverflow.com, select element attribute
"673407,",61212,How to remove local (untracked) files from the current Git working tree,"
How do you delete untracked local files from your current working tree?
","git,branch,git-branch,",https://stackoverflow.com/questions/61212/how-to-remove-local-untracked-files-from-the-current-git-working-tree,https://stackoverflow.com, remove local  untracked  file current git working tree
"9249359,",2939914,How do I vertically align text in a div?,"
I am trying to find the most effective way to align text with a div. I have tried a few things and none seem to work.


.testimonialText {
  position: absolute;
  left: 15px;
  top: 15px;
  width: 150px;
  height: 309px;
  vertical-align: middle;
  text-align: center;
  font-family: Georgia, ""Times New Roman"", Times, serif;
  font-style: italic;
  padding: 1em 0 1em 0;
}
<div class=""testimonialText"">
  Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor
  in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.
</div>



","html,css,vertical-alignment,",https://stackoverflow.com/questions/2939914/how-do-i-vertically-align-text-in-a-div,https://stackoverflow.com, vertically align text div 
"11654562,",1003275,How to convert UTF-8 byte[] to string?,"
I have a byte[] array that is loaded from a file that I happen to known contains UTF-8.   
In some debugging code, I need to convert it to a string. Is there a one liner that will do this? 
Under the covers it should be just an allocation and a memcopy, so even if it is not implemented, it should be possible.
","c#,.net,arrays,string,type-conversion,",https://stackoverflow.com/questions/1003275/how-to-convert-utf-8-byte-to-string,https://stackoverflow.com, convert utf 8 byte   string 
"2116558,10610402,3794919,",1144783,How to replace all occurrences of a string?,"
I have this string:
""Test abc test test abc test test test abc test test abc""

Doing:
str = str.replace('abc', '');

seems to only remove the first occurrence of abc in the string above.
How can I replace all occurrences of it?
","javascript,string,replace,",https://stackoverflow.com/questions/1144783/how-to-replace-all-occurrences-of-a-string,https://stackoverflow.com, replace occurrence string 
"2944469,",556923,How do I merge my local uncommitted changes into another Git branch?,"
How can I do the following in Git?
My current branch is branch1 and I have made some local changes. However, I now realize that I actually meant to be applying these changes to branch2. Is there a way to apply/merge these changes so that they become local changes on branch2 without committing them on branch1?
","git,branch,",https://stackoverflow.com/questions/556923/how-do-i-merge-my-local-uncommitted-changes-into-another-git-branch,https://stackoverflow.com, merge local uncommitted change another git branch 
"2551775,",201718,Concatenating two std::vectors,"
How do I concatenate two std::vectors?
","c++,vector,stl,concatenation,stdvector,",https://stackoverflow.com/questions/201718/concatenating-two-stdvectors,https://stackoverflow.com, concatenating two std  vectors
"85992,",684672,How do I loop through or enumerate a JavaScript object?,"
I have a JavaScript object like the following:
var p = {
    ""p1"": ""value1"",
    ""p2"": ""value2"",
    ""p3"": ""value3""
};

Now I want to loop through all p elements (p1, p2, p3...) And get their keys and values. How can I do that?
I can modify the JavaScript object if necessary. My ultimate goal is to loop through some key value pairs and if possible I want to avoid using eval.
","javascript,loops,for-loop,each,",https://stackoverflow.com/questions/684672/how-do-i-loop-through-or-enumerate-a-javascript-object,https://stackoverflow.com, loop enumerate javascript object 
"4344017,",1720421,How do I concatenate two lists in Python?,"
How do I concatenate two lists in Python?
Example:
listone = [1, 2, 3]
listtwo = [4, 5, 6]

Expected outcome:
>>> joinedlist
[1, 2, 3, 4, 5, 6]

","python,list,concatenation,",https://stackoverflow.com/questions/1720421/how-do-i-concatenate-two-lists-in-python,https://stackoverflow.com, concatenate two list python 
"787839,",3029422,How do I auto-resize an image to fit a 'div' container?,"
How do you auto-resize a large image so that it will fit into a smaller width div container whilst maintaining its width:height ratio?

Example: stackoverflow.com - when an image is inserted onto the editor panel and the image is too large to fit onto the page, the image is automatically resized.
","html,css,image,autoresize,",https://stackoverflow.com/questions/3029422/how-do-i-auto-resize-an-image-to-fit-a-div-container,https://stackoverflow.com, auto resize image fit  div  container 
"593709,",96029,Get URL of ASP.Net Page in code-behind ,"



I have an ASP.Net page that will be hosted on a couple different servers, and I want to get the URL of the page (or even better:  the site where the page is hosted) as a string for use in the code-behind.  Any ideas?
","asp.net,",https://stackoverflow.com/questions/96029/get-url-of-asp-net-page-in-code-behind,https://stackoverflow.com, get url asp net page code behind 
"3811345,",4824590,Propagate all arguments in a bash shell script,"
I am writing a very simple script that calls another script, and I need to propagate the parameters from my current script to the script I am executing.
For instance, my script name is foo.sh and calls bar.sh
foo.sh:
bar $1 $2 $3 $4

How can I do this without explicitly specifying each parameter?
","bash,command-line-arguments,",https://stackoverflow.com/questions/4824590/propagate-all-arguments-in-a-bash-shell-script,https://stackoverflow.com, propagate argument bash shell script
"1240275,",406230,Regular expression to match a line that doesn't contain a word,"
I know it's possible to match a word and then reverse the matches using other tools (e.g. grep -v). However, is it possible to match lines that do not contain a specific word, e.g. hede, using a regular expression? 
Input:
hoho
hihi
haha
hede

Code:
grep ""<Regex for 'doesn't contain hede'>"" input

Desired output:
hoho
hihi
haha

","regex,regex-negation,",https://stackoverflow.com/questions/406230/regular-expression-to-match-a-line-that-doesnt-contain-a-word,https://stackoverflow.com, regular expression match line contain word
"2109325,",1279774,How can strip whitespaces in PHP's variable?,"
I know this comment PHP.net.
I would like to have a similar tool like tr for PHP such that I can run simply
tr -d "" "" """"

I run unsuccessfully the function php_strip_whitespace by
$tags_trimmed = php_strip_whitespace($tags);

I run the regex function also unsuccessfully
$tags_trimmed = preg_replace("" "", """", $tags);

","php,string,whitespace,",https://stackoverflow.com/questions/1279774/how-can-strip-whitespaces-in-phps-variable,https://stackoverflow.com, strip whitespaces php s variable 
"3357553,",2010892,Storing Objects in HTML5 localStorage,"
I'd like to store a JavaScript object in HTML5 localStorage, but my object is apparently being converted to a string.
I can store and retrieve primitive JavaScript types and arrays using localStorage, but objects don't seem to work.  Should they? 
Here's my code:
var testObject = { 'one': 1, 'two': 2, 'three': 3 };
console.log('typeof testObject: ' + typeof testObject);
console.log('testObject properties:');
for (var prop in testObject) {
    console.log('  ' + prop + ': ' + testObject[prop]);
}

// Put the object into storage
localStorage.setItem('testObject', testObject);

// Retrieve the object from storage
var retrievedObject = localStorage.getItem('testObject');

console.log('typeof retrievedObject: ' + typeof retrievedObject);
console.log('Value of retrievedObject: ' + retrievedObject);

The console output is
typeof testObject: object
testObject properties:
  one: 1
  two: 2
  three: 3
typeof retrievedObject: string
Value of retrievedObject: [object Object]

It looks to me like the setItem method is converting the input to a string before storing it.
I see this behavior in Safari, Chrome, and Firefox, so I assume it's my misunderstanding of the HTML5 Web Storage spec, not a browser-specific bug or limitation.
I've tried to make sense of the structured clone algorithm described in http://www.w3.org/TR/html5/infrastructure.html.  I don't fully understand what it's saying, but maybe my problem has to do with my object's properties not being enumerable (???)  
Is there an easy workaround?

Update: The W3C eventually changed their minds about the structured-clone specification, and decided to change the spec to match the implementations.  See https://www.w3.org/Bugs/Public/show_bug.cgi?id=12111. So this question is no longer 100% valid, but the answers still may be of interest.
","javascript,html,local-storage,",https://stackoverflow.com/questions/2010892/storing-objects-in-html5-localstorage,https://stackoverflow.com, storing object html5 localstorage
"2733873,",215718,How can I reset or revert a file to a specific revision?,"
I have made some changes to a file which has been committed a few times as part of a group of files, but now want to reset/revert the changes on it back to a previous version. 
I have done a git log along with a git diff to find the revision I need, but just have no idea how to get the file back to its former state in the past.
","git,version-control,git-checkout,",https://stackoverflow.com/questions/215718/how-can-i-reset-or-revert-a-file-to-a-specific-revision,https://stackoverflow.com, reset revert file specific revision 
"1885525,",226703,How do I prompt for Yes/No/Cancel input in a Linux shell script?,"
I want to pause input in a shell script, and prompt the user for choices.
The standard Yes, No, or Cancel type question.
How do I accomplish this in a typical bash prompt?
","linux,bash,shell,scripting,",https://stackoverflow.com/questions/226703/how-do-i-prompt-for-yes-no-cancel-input-in-a-linux-shell-script,https://stackoverflow.com, prompt yes no cancel input linux shell script 
"5192512,",2242471,Clearing a string buffer/builder after loop,"
How do you clear the string buffer in Java after a loop so the next iteration uses a clear string buffer?
","java,string,buffer,",https://stackoverflow.com/questions/2242471/clearing-a-string-buffer-builder-after-loop,https://stackoverflow.com, clearing string buffer builder loop
"1167361,",105372,How to enumerate an enum,"
How can you enumerate an enum in C#?
E.g. the following code does not compile:
public enum Suit
{
    Spades,
    Hearts,
    Clubs,
    Diamonds
}

public void EnumerateAllSuitsDemoMethod()
{
    foreach (Suit suit in Suit)
    {
        DoSomething(suit);
    }
}

And it gives the following compile-time error:

It fails on the Suit keyword, the second one.
","c#,.net,loops,enums,enumeration,",https://stackoverflow.com/questions/105372/how-to-enumerate-an-enum,https://stackoverflow.com, enumerate enum
"5455014,",4486787,"Jackson with JSON: Unrecognized field, not marked as ignorable","
I need to convert a certain JSON string to a Java object. I am using Jackson for JSON handling. I have no control over the input JSON (I read from a web service). This is my input JSON:
{""wrapper"":[{""id"":""13"",""name"":""Fred""}]}

Here is a simplified use case:
private void tryReading() {
    String jsonStr = ""{\""wrapper\""\:[{\""id\"":\""13\"",\""name\"":\""Fred\""}]}"";
    ObjectMapper mapper = new ObjectMapper();  
    Wrapper wrapper = null;
    try {
        wrapper = mapper.readValue(jsonStr , Wrapper.class);
    } catch (Exception e) {
        e.printStackTrace();
    }
    System.out.println(""wrapper = "" + wrapper);
}

My entity class is:
public Class Student { 
    private String name;
    private String id;
    //getters & setters for name & id here
}

My Wrapper class is basically a container object to get my list of students:
public Class Wrapper {
    private List<Student> students;
    //getters & setters here
}

I keep getting this error and ""wrapper"" returns null. I am not sure what's missing. Can someone help please?
org.codehaus.jackson.map.exc.UnrecognizedPropertyException: 
    Unrecognized field ""wrapper"" (Class Wrapper), not marked as ignorable
 at [Source: java.io.StringReader@1198891; line: 1, column: 13] 
    (through reference chain: Wrapper[""wrapper""])
 at org.codehaus.jackson.map.exc.UnrecognizedPropertyException
    .from(UnrecognizedPropertyException.java:53)

","java,json,data-binding,jackson,",https://stackoverflow.com/questions/4486787/jackson-with-json-unrecognized-field-not-marked-as-ignorable,https://stackoverflow.com, jackson json  unrecognized field  marked ignorable
"22489398,",10382929,How to fix java.lang.UnsupportedClassVersionError: Unsupported major.minor version,"
I am trying to use Notepad++ as my all-in-one tool edit, run, compile, etc.
I have JRE installed, and I have setup my path variable to the .../bin directory.
When I run my ""Hello world"" in Notepad++, I get this message:
java.lang.UnsupportedClassVersionError: test_hello_world :
 Unsupported major.minor version 51.0
    at java.lang.ClassLoader.defineClass1(Native Method)
    at java.lang.ClassLoader.defineClassCond(Unknown Source)
       .........................................

I think the problem here is about versions; some versions of Java may be old or too new.

How do I fix it?
Should I install the JDK, and setup my path variable to the JDK instead of JRE?
What is the difference between the PATH variable in JRE or JDK?

","java,jvm,incompatibility,unsupported-class-version,",https://stackoverflow.com/questions/10382929/how-to-fix-java-lang-unsupportedclassversionerror-unsupported-major-minor-versi,https://stackoverflow.com, fix java lang unsupportedclassversionerror  unsupported major minor version
"1799284,",1784780,How to break out of jQuery each Loop,"
How do I break out of a jQuery each loop?
I have tried:
 return false;

In the loop but this did not work. Any ideas?
Update 9/5/2020
I put the return false; in the wrong place. When I put it inside the loop everything worked.
","jquery,loops,",https://stackoverflow.com/questions/1784780/how-to-break-out-of-jquery-each-loop,https://stackoverflow.com, break jquery loop
"241339,",205689,Class with single method — best approach?,"
Say I have a class that's meant to perform a single function. After performing the function, it can be destroyed. Is there any reason to prefer one of these approaches?
// Initialize arguments in constructor
MyClass myObject = new MyClass(arg1, arg2, arg3);
myObject.myMethod();

// Pass arguments to method
MyClass myObject = new MyClass();
myObject.myMethod(arg1, arg2, arg3);

// Pass arguments to static method
MyClass.myMethod(arg1, arg2, arg3);

I was being intentionally vague about the details, to try to get guidelines for different situations. But I didn't really have in mind simple library functions like Math.random(). I'm thinking more of classes that perform some specific, complex task, but only require one (public) method to do it.
","c#,java,oop,static-methods,",https://stackoverflow.com/questions/205689/class-with-single-method-best-approach,https://stackoverflow.com, class single method    best approach 
"4277665,",2237080,How to compare strings in Bash,"
How do I compare a variable to a string (and do something if they match)?
","string,bash,",https://stackoverflow.com/questions/2237080/how-to-compare-strings-in-bash,https://stackoverflow.com, compare string bash
"960431,",718554,How to convert an ArrayList containing Integers to primitive int array?,"
I'm trying to convert an ArrayList containing Integer objects to primitive int[] with the following piece of code, but it is throwing compile time error. Is it possible to convert in Java?
List<Integer> x =  new ArrayList<Integer>();
int[] n = (int[])x.toArray(int[x.size()]);

","java,arrays,arraylist,primitive-types,",https://stackoverflow.com/questions/718554/how-to-convert-an-arraylist-containing-integers-to-primitive-int-array,https://stackoverflow.com, convert arraylist containing integer primitive int array 
"1196586,18448671,",223918,"Iterating through a Collection, avoiding ConcurrentModificationException when removing objects in a loop","
We all know you can't do the following because of ConcurrentModificationException:
for (Object i : l) {
    if (condition(i)) {
        l.remove(i);
    }
}

But this apparently works sometimes, but not always. Here's some specific code:
public static void main(String[] args) {
    Collection<Integer> l = new ArrayList<>();

    for (int i = 0; i < 10; ++i) {
        l.add(4);
        l.add(5);
        l.add(6);
    }

    for (int i : l) {
        if (i == 5) {
            l.remove(i);
        }
    }

    System.out.println(l);
}

This, of course, results in:
Exception in thread ""main"" java.util.ConcurrentModificationException

Even though multiple threads aren't doing it. Anyway.
What's the best solution to this problem? How can I remove an item from the collection in a loop without throwing this exception?
I'm also using an arbitrary Collection here, not necessarily an ArrayList, so you can't rely on get.
","java,collections,iteration,",https://stackoverflow.com/questions/223918/iterating-through-a-collection-avoiding-concurrentmodificationexception-when-re,https://stackoverflow.com, iterating collection  avoiding concurrentmodificationexception removing object loop
"28065267,",23935810,Mipmap drawables for icons,"
Since Android 4.3 (Jelly Bean) we can now make use of the res/mipmap folders to store ""mipmap"" images.
For example, Chrome for Android stores its icons in these folders instead of the more normal res/drawable folders.
How are these mipmap images different from the other familiar drawable images?
I see that in my manifest, we use the @mipmap/ qualifier, instead of @drawable/, which makes sense given the resource folder name:
<activity
    android:name="".MipmapDemp""
    android:icon=""@mipmap/ic_launcher"" />


References:
The Android 4.3 APIs document has the following to say:

I don't see anything in there that helps me to understand.

XML Bitmap resources have an android:mipMap property:

Boolean. Enables or disables the mipmap hint. See setHasMipMap() for
  more information. Default value is false.

This does not apply to launcher icons as far as I can see.

The question was raised on Google Groups (The purpose of resource name ""mipmap""?!), to which Romain Guy replied:

It's useful to provide an image at a larger resolution that would
  normally be computed (for instance, on an mdpi device, Launcher might
  want the larger hdpi icon to display large app shortcuts.)

I feel like this almost makes sense of it, but not quite.
I'm still inclined to go with Randy Sugianto's follow up:

What are the advantages of this? Is there any guide how to use
  mipmaps, probably for better launcher icons?


Of course, Wikipedia has a page for ""Mipmap"", which refers to an older technique invented in 1983, that I can't quite relate to the current Android implementation.

Should we be storing all our app icons in res/mipmap folders these days, and what are the guidelines for these mipmap images?

Update #1
Here's a blog post that tries to explain it a bit.

Mipmapping for drawables in Android 4.3

But the image used in that blog post shows what looks like one file with many logos in it. This is not what I see in Chrome's mipmap folder.
Chrome's mipmap-hdpi folder contains three images. One is the Chrome logo, on its own.

Strangely, it is 72x72, not 48x48 which I would expect to see.
Perhaps that is all there is to this - we just need to keep bigger icons in the mipmap folders?

Update #2
The Android Developers Blog post of 23/10/2014 again confirms the idea of using the mipmap folders for application icons:

Getting Your Apps Ready for Nexus 6 and Nexus 9

When talking about the Nexus 6 screen density, the author writes:

It’s best practice to place your app icons in mipmap- folders (not the
  drawable- folders) because they are used at resolutions different from
  the device’s current density. For example, an xxxhdpi app icon can be
  used on the launcher for an xxhdpi device.


Update #3
Note that Android Studio creates the ic_launcher.png icons in the mipmap... folders rather than the drawable... folders that Eclipse used to create them in.

","android,android-drawable,mipmaps,",https://stackoverflow.com/questions/23935810/mipmap-drawables-for-icons,https://stackoverflow.com, mipmap drawables icon
"1699958,",324358,Zero-pad digits in string,"
I need to cast single figures (1 to 9) to (01 to 09). I can think of a way but its big and ugly and cumbersome. I'm sure there must be some concise way. Any Suggestions
","php,zero-pad,",https://stackoverflow.com/questions/324358/zero-pad-digits-in-string,https://stackoverflow.com, zero pad digit string
"2155737,",195951,How can I change an element's class with JavaScript?,"
How can I change the class of an HTML element in response to an onclick or any other events using JavaScript?
","javascript,html,dom,",https://stackoverflow.com/questions/195951/how-can-i-change-an-elements-class-with-javascript,https://stackoverflow.com, change element s class javascript 
"17420534,",426258,Setting “checked” for a checkbox with jQuery,"
I'd like to do something like this to tick a checkbox using jQuery:
$("".myCheckBox"").checked(true);

or
$("".myCheckBox"").selected(true);

Does such a thing exist?
","javascript,jquery,checkbox,selected,checked,",https://stackoverflow.com/questions/426258/setting-checked-for-a-checkbox-with-jquery,https://stackoverflow.com, setting  checked  checkbox jquery
"2870992,",821396,Aborting a shell script if any command returns a non-zero value?,"
I have a Bash shell script that invokes a number of commands.
I would like to have the shell script automatically exit with a return value of 1 if any of the commands return a non-zero value.
Is this possible without explicitly checking the result of each command?
e.g. 
dosomething1
if [[ $? -ne 0 ]]; then
    exit 1
fi

dosomething2
if [[ $? -ne 0 ]]; then
    exit 1
fi

","linux,bash,unix,shell,",https://stackoverflow.com/questions/821396/aborting-a-shell-script-if-any-command-returns-a-non-zero-value,https://stackoverflow.com, aborting shell script command return non zero value 
"129389,",78536,Deep cloning objects,"
I want to do something like:
MyObject myObj = GetMyObj(); // Create and fill a new object
MyObject newObj = myObj.Clone();

And then make changes to the new object that are not reflected in the original object.
I don't often need this functionality, so when it's been necessary, I've resorted to creating a new object and then copying each property individually, but it always leaves me with the feeling that there is a better or more elegant way of handling the situation.
How can I clone or deep copy an object so that the cloned object can be modified without any changes being reflected in the original object?
","c#,.net,clone,",https://stackoverflow.com/questions/78536/deep-cloning-objects,https://stackoverflow.com, deep cloning object
"2602013,",116038,How do I read an entire file into a std::string in C++?,"
How do I read a file into a std::string, i.e., read the whole file at once?
Text or binary mode should be specified by the caller. The solution should be standard-compliant, portable and efficient. It should not needlessly copy the string's data, and it should avoid reallocations of memory while reading the string.
One way to do this would be to stat the filesize, resize the std::string and fread() into the std::string's const_cast<char*>()'ed data(). This requires the std::string's data to be contiguous which is not required by the standard, but it appears to be the case for all known implementations. What is worse, if the file is read in text mode, the std::string's size may not equal the file's size.
A fully correct, standard-compliant and portable solutions could be constructed using std::ifstream's rdbuf() into a std::ostringstream and from there into a std::string. However, this could copy the string data and/or needlessly reallocate memory. 

Are all relevant standard library implementations smart enough to avoid all unnecessary overhead? 
Is there another way to do it? 
Did I miss some hidden Boost function that already provides the desired functionality?


void slurp(std::string& data, bool is_binary)

","c++,string,file-io,",https://stackoverflow.com/questions/116038/how-do-i-read-an-entire-file-into-a-stdstring-in-c,https://stackoverflow.com, read entire file std  string c   
"9050345,",3216013,Get the last item in an array,"
Here is my JavaScript code so far:
var linkElement = document.getElementById(""BackButton"");
var loc_array = document.location.href.split('/');
var newT = document.createTextNode(unescape(capWords(loc_array[loc_array.length-2]))); 
linkElement.appendChild(newT);

Currently it takes the second to last item in the array from the URL. However, I want to do a check for the last item in the array to be ""index.html"" and if so, grab the third to last item instead.
","javascript,arrays,",https://stackoverflow.com/questions/3216013/get-the-last-item-in-an-array,https://stackoverflow.com, get last item array
"9189810,",8969381,What is the difference between display: inline and display: inline-block?,"
What exactly is the difference between the inline and inline-block values of CSS display?
","css,display,",https://stackoverflow.com/questions/8969381/what-is-the-difference-between-display-inline-and-display-inline-block,https://stackoverflow.com, difference display  inline display  inline block 
"1788923,",156767,What's the difference between an argument and a parameter?,"
When verbally talking about methods, I'm never sure whether to use the word argument or parameter or something else. Either way the other people know what I mean, but what's correct, and what's the history of the terms?
I'm a C# programmer, but I also wonder whether people use different terms in different languages.
For the record I'm self-taught without a background in Computer Science. (Please don't tell me to read Code Complete because I'm asking this for the benefit of other people who don't already have a copy of Steve McConnell's marvellous book.)
Summary
The general consensus seems to be that it's OK to use these terms interchangeably in a team environment. Except perhaps when you're defining the precise terminology; then you can also use ""formal argument/parameter"" and ""actual argument/parameter"" to disambiguate.
","parameters,language-agnostic,arguments,terminology,",https://stackoverflow.com/questions/156767/whats-the-difference-between-an-argument-and-a-parameter,https://stackoverflow.com, what s difference argument parameter 
"3224834,2627473,",542938,How do I get the number of days between two dates in JavaScript?,"
How do I get the number of days between two dates in JavaScript? For example, given two dates in input boxes:
<input id=""first"" value=""1/1/2000""/>
<input id=""second"" value=""1/1/2001""/>

<script>
  alert(datediff(""day"", first, second)); // what goes here?
</script>

","javascript,date,",https://stackoverflow.com/questions/542938/how-do-i-get-the-number-of-days-between-two-dates-in-javascript,https://stackoverflow.com, get number day two date javascript 
"6416131,",1024847,How can I add new keys to a dictionary?,"
Is it possible to add a key to a Python dictionary after it has been created?
It doesn't seem to have an .add() method.
","python,dictionary,lookup,",https://stackoverflow.com/questions/1024847/how-can-i-add-new-keys-to-a-dictionary,https://stackoverflow.com, add new key dictionary 
"6490252,",2743989,How to vertically center <div> inside the parent element with CSS? ,"



I'm trying to make a small username and password input box.
I would like to ask, how do you vertically align a div?
What I have is:
<div id=""Login"" class=""BlackStrip floatright"">
   <div id=""Username"" class=""floatleft"">Username<br>Password</div>
   <div id=""Form"" class=""floatleft"">
   <form action="""" method=""post"">
      <input type=""text"" border=""0""><br>
      <input type=""password"" border=""0"">
   </form>
   </div>
</div>

How can I make the div with id Username and Form to vertically align itself to the center? I've tried to put:
vertical-align: middle;

in CSS for the div with id Login, but it doesn't seem to work. Any help would be appreciated.
","css,alignment,centering,",https://stackoverflow.com/questions/2743989/how-to-vertically-center-div-inside-the-parent-element-with-css,https://stackoverflow.com, vertically center  div  inside parent element css  
"3141087,",751681,Meaning of 'const' last in a function declaration of a class?,"
What is the meaning of const in declarations like these? The const confuses me.
class foobar
{
  public:
     operator int () const;
     const char* foo() const;
};

","c++,constants,declaration,c++-faq,",https://stackoverflow.com/questions/751681/meaning-of-const-last-in-a-function-declaration-of-a-class,https://stackoverflow.com, meaning  const  last function declaration class 
"4459821,",3225891,What does the “>” (greater-than sign) CSS selector mean?,"
For example:
div > p.some_class {
  /* Some declarations */
}

What exactly does the > sign mean?
","css,css-selectors,",https://stackoverflow.com/questions/3225891/what-does-the-greater-than-sign-css-selector-mean,https://stackoverflow.com,      greater than sign  cs selector mean 
"4172448,",53162,How can I do a line break (line continuation) in Python?,"
I have a long line of code that I want to break up among multiple lines. What do I use and what is the syntax?
For example, adding a bunch of strings,
e = 'a' + 'b' + 'c' + 'd'

and have it in two lines like this:
e = 'a' + 'b' +
    'c' + 'd'

","python,syntax,line-breaks,long-lines,",https://stackoverflow.com/questions/53162/how-can-i-do-a-line-break-line-continuation-in-python,https://stackoverflow.com, line break  line continuation  python 
"14573223,",4825683,How do I create and read a value from cookie?,"
How can I create and read a value from a cookie in JavaScript?
","javascript,cookies,",https://stackoverflow.com/questions/4825683/how-do-i-create-and-read-a-value-from-cookie,https://stackoverflow.com, create read value cookie 
